FLUX RECORD TRACKS,,,,,,,,,
#,sec,CH4,H2S,CO2,Cell_T.,Pressure,Battery,AirT,BarP
1,0.76,2.1,0.118164,397.914,50.88559,875.61499,15.076159,29.019444,877.49829
2,1.76,2,0.118881,400.65955,50.88559,875.06952,15.07136,29.019444,877.49811
3,2.76,2,0.125572,383.00497,50.88559,866.88751,15.066683,29.02014,877.49957
4,3.76,2.1,0.133942,442.13583,50.88559,863.7511,15.062253,29.018749,877.49615
5,4.76,2.1,0.142068,443.35641,50.88559,861.16022,15.058315,29.018055,877.49609
6,5.76,2.1,0.150437,430.21729,50.88559,861.02393,15.053762,29.017361,877.495
7,6.76,2.1,0.156892,426.94278,50.88559,860.88739,15.049825,29.016666,877.4942
8,7.76,2.1,0.158807,426.01242,50.88559,860.88739,15.045272,29.016666,877.49365
9,8.76,2.1,0.160714,427.28635,50.88559,860.88739,15.04072,29.018055,877.49719
10,9.76,2.1,0.161432,426.72873,50.88559,860.75104,15.03629,29.018055,877.49811
11,10.76,2.1,0.16311,426.57837,50.859497,860.75104,15.03186,29.016666,877.49591
12,11.76,2.1,0.164064,426.56802,50.859497,860.75104,15.028047,29.013889,877.49011
13,12.76,2.1,0.166452,427.03696,50.859497,860.75104,15.023493,29.013889,877.49072
14,13.76,2.1,0.166932,427.38132,50.859497,860.75104,15.018818,29.013195,877.48853
15,14.76,2.1,0.165978,426.52994,50.859497,860.75104,15.014143,29.012501,877.48724
16,15.76,2.1,0.167649,427.2229,50.859497,860.75104,15.009713,29.01111,877.48413
17,16.76,2.1,0.167169,426.1445,50.859497,860.75104,15.005529,29.011806,877.48535
18,17.76,2.1,0.167413,425.26666,50.859497,860.75104,15.001346,29.013195,877.48895
19,18.76,2.1,0.16813,427.36154,50.859497,860.75104,14.99667,29.013889,877.48828
20,19.76,2.1,0.167649,426.43488,50.859497,860.75104,14.991995,29.014584,877.48975
21,20.76,2.1,0.166452,425.80133,50.859497,860.75104,14.987565,29.013889,877.48621
22,21.76,2.1,0.166932,427.26352,50.859497,860.75104,14.983135,29.012501,877.48419
23,22.76,2.1,0.166215,428.16422,50.859497,860.75104,14.978582,29.012501,877.48535
24,23.76,2,0.165261,427.08136,50.833462,860.75104,14.974153,29.01111,877.48297
25,24.76,2,0.164781,426.72061,50.833462,860.75104,14.969476,29.012501,877.48645
26,25.76,2,0.165261,426.67218,50.833462,860.75104,14.964061,29.01111,877.48462
27,26.76,2.1,0.1643,428.07013,50.833462,860.88739,14.958648,29.01111,877.48566
28,27.76,2,0.162629,426.57837,50.833462,860.88739,14.953357,29.008333,877.48212
29,28.76,2,0.162149,426.05191,50.833462,860.88739,14.948436,29.008333,877.48212
30,29.76,2.1,0.160958,427.27377,50.833462,860.88739,14.943883,29.00625,877.47784
31,30.76,2,0.161676,425.33926,50.833462,860.88739,14.938592,29.00625,877.47943
32,31.76,2.1,0.162629,427.24509,50.833462,860.88739,14.933916,29.006945,877.48169
33,32.76,2,0.161912,425.47574,50.833462,860.75104,14.929118,29.006945,877.48328
34,33.76,2,0.162866,426.86685,50.833462,860.75104,14.924197,29.007639,877.48218
35,34.76,2,0.160958,428.10373,50.833462,860.88739,14.919028,29.007639,877.4801
36,35.76,2,0.159997,426.21002,50.833462,860.88739,14.913737,29.008333,877.48517
37,36.76,2,0.15976,428.75439,50.833462,860.88739,14.908816,29.006945,877.48395
38,37.76,2,0.159524,425.69431,50.833462,860.88739,14.904017,29.006945,877.4848
39,38.76,2,0.159997,428.67569,50.833462,860.88739,14.89811,29.005556,877.48267
40,39.76,2,0.159043,427.00449,50.833462,860.75104,14.893312,29.005556,877.48395
41,40.76,2,0.158089,428.18082,50.833462,860.75104,14.888144,29.002777,877.47784
42,41.76,2,0.158807,428.81265,50.833462,860.88739,14.88273,29.002083,877.47754
43,42.76,2,0.156892,425.93527,50.833462,860.88739,14.877316,29.000694,877.47241
44,43.76,2,0.158089,425.8298,50.833462,860.88739,14.872393,29.000694,877.47137
45,44.76,2,0.157372,426.81329,50.833462,860.75104,14.867595,29.002777,877.47437
46,45.76,2,0.156655,425.81982,50.833462,860.75104,14.862549,29.004168,877.47656
47,46.76,2,0.157128,426.44522,50.833462,860.88739,14.857012,29.004862,877.47821
48,47.76,2,0.157372,425.45157,50.833462,860.75104,14.851229,29.003471,877.47424
49,48.76,2,0.158089,425.26187,50.833462,860.75104,14.845322,29.001389,877.46918
50,49.76,2,0.157609,427.64185,50.859497,860.88739,14.839908,29.002777,877.4693
51,50.76,2,0.156892,424.9357,50.859497,860.88739,14.834862,29.002777,877.46912
52,51.76,2,0.156892,427.91309,50.859497,860.88739,14.829695,29.003471,877.46979
53,52.76,2,0.156174,426.01535,50.859497,860.88739,14.82428,29.004168,877.46838
54,53.76,2,0.155221,427.27084,50.859497,860.88739,14.819111,29.003471,877.46875
55,54.76,2,0.154023,426.71899,50.859497,860.88739,14.81382,29.003471,877.46893
56,55.76,2,0.153306,425.61002,50.859497,860.88739,14.80779,29.005556,877.47119
57,56.76,2,0.152352,426.17691,50.859497,860.88739,14.802744,29.00625,877.47168
58,57.76,2,0.150918,425.20944,50.859497,860.88739,14.797329,29.006945,877.47388
59,58.76,2.1,0.150201,427.07355,50.859497,860.88739,14.791177,29.008333,877.47754
60,59.76,2.1,0.14972,425.01685,50.859497,860.88739,14.786132,29.009722,877.47882
61,60.76,2,0.149483,425.98764,50.859497,860.88739,14.780962,29.009722,877.47906
62,61.76,2.1,0.149483,426.72812,50.859497,860.75104,14.775426,29.010416,877.47717
63,62.76,2,0.149483,425.65109,50.859497,860.75104,14.770135,29.009027,877.47186
64,63.76,2.1,0.14972,425.99576,50.859497,860.75104,14.765213,29.010416,877.47449
65,64.76,2,0.14972,427.28207,50.859497,860.88739,14.759184,29.01111,877.47675
66,65.76,2.1,0.148522,427.34357,50.859497,860.88739,14.753771,29.013195,877.48065
67,66.76,2,0.148766,425.16367,50.859497,860.88739,14.747864,29.013195,877.48132
68,67.76,2,0.147332,427.26563,50.859497,860.88739,14.742573,29.012501,877.48022
69,68.76,2,0.146851,424.82007,50.859497,860.88739,14.737527,29.014584,877.48254
70,69.76,2.1,0.146614,425.61694,50.859497,860.88739,14.731867,29.016666,877.48505
71,70.76,2.1,0.147088,428.10522,50.859497,860.75104,14.726206,29.015972,877.4823
72,71.76,2.1,0.146614,427.26886,50.859497,860.75104,14.720668,29.013889,877.47711
73,72.76,2,0.146851,425.67575,50.859497,860.88739,14.715499,29.011806,877.47144
74,73.76,2.1,0.147568,426.13361,50.859497,860.88739,14.709101,29.011806,877.46973
75,74.76,2.1,0.147805,426.32516,50.859497,860.75104,14.703688,29.011806,877.46973
76,75.76,2.1,0.148285,426.04733,50.88559,860.75104,14.697536,29.012501,877.47046
77,76.76,2.1,0.148285,425.58859,50.88559,860.75104,14.691999,29.013195,877.47003
78,77.76,2.1,0.147568,425.85117,50.88559,860.75104,14.686584,29.015278,877.47241
79,78.76,2.1,0.147332,426.51779,50.88559,860.75104,14.681047,29.014584,877.46881
80,79.76,2.1,0.147805,425.80368,50.88559,860.75104,14.675019,29.014584,877.46478
81,80.76,2.1,0.148049,425.67545,50.88559,860.88739,14.669359,29.015972,877.46509
82,81.76,2,0.146851,424.22437,50.88559,860.88739,14.663822,29.017361,877.46552
83,82.76,2.1,0.147568,428.32956,50.88559,860.88739,14.658039,29.017361,877.46313
84,83.76,2.1,0.148285,425.37057,50.88559,860.88739,14.652009,29.016666,877.45996
85,84.76,2.1,0.148049,424.5376,50.88559,860.88739,14.645733,29.017361,877.45953
86,85.76,2.1,0.147568,426.27173,50.88559,860.88739,14.639704,29.02014,877.46484
87,86.76,2.1,0.147088,425.03036,50.88559,860.88739,14.63343,29.022223,877.46771
88,87.76,2.1,0.147805,427.67999,50.88559,860.88739,14.627277,29.022223,877.46606
89,88.76,2.1,0.147332,425.53995,50.88559,860.88739,14.621864,29.023611,877.46545
90,89.76,2,0.147332,427.17722,50.88559,860.88739,14.61682,29.025694,877.46777
91,90.76,2,0.148049,425.97183,50.88559,860.88739,14.61165,29.026388,877.46606
92,91.76,2,0.147805,424.97174,50.88559,860.88739,14.61165,29.027082,877.46692
93,92.76,2,0.148049,425.71524,50.88559,860.88739,14.610667,29.026388,877.46301
94,93.76,2.1,0.147568,426.27002,50.88559,860.88739,14.608698,29.027779,877.4646
95,94.76,2,0.146134,426.24615,50.88559,860.75104,14.6071,29.029861,877.46643
96,95.76,2.1,0.146134,425.21982,50.88559,860.75104,14.606115,29.032639,877.47034
97,96.76,2,0.146614,425.40714,50.88559,860.75104,14.60427,29.034027,877.47064
98,97.76,2.1,0.145417,425.60324,50.88559,860.75104,14.603409,29.036112,877.47211
99,98.76,2.1,0.14637,426.05002,50.88559,860.75104,14.601439,29.036806,877.47021
100,99.76,2.1,0.14518,425.91684,50.88559,860.75104,14.600701,29.0375,877.46716
101,100.76,2.1,0.144936,425.228,50.88559,860.88739,14.596888,29.041666,877.47107
102,101.76,2.1,0.145417,425.82486,50.88559,860.88739,14.594796,29.044445,877.47424
103,102.76,2,0.146134,426.60284,50.88559,860.88739,14.59418,29.045834,877.47394
104,103.76,2.1,0.145417,425.8067,50.88559,860.88739,14.593072,29.046528,877.47156
105,104.76,2,0.14518,425.58218,50.88559,860.88739,14.591719,29.048611,877.47083
106,105.76,2,0.145417,424.83282,50.88559,860.88739,14.590857,29.050694,877.47083
107,106.76,2,0.14518,425.23486,50.88559,860.88739,14.589625,29.052778,877.46985
108,107.76,2,0.144219,425.59683,50.88559,860.88739,14.588395,29.052778,877.46594
109,108.76,2.1,0.143502,425.39389,50.88559,860.88739,14.587779,29.054167,877.46161
110,109.76,2,0.143502,426.23941,50.88559,860.75104,14.588148,29.054167,877.46161
111,110.76,2.1,0.144936,424.85782,50.88559,860.75104,14.586426,29.054167,877.45984
112,111.76,2.1,0.144463,425.47006,50.88559,860.88739,14.584826,29.057638,877.46283
113,112.76,2,0.142785,426.33746,50.88559,860.88739,14.583965,29.058332,877.45996
114,113.76,2.1,0.143982,425.26007,50.88559,860.88739,14.582859,29.060417,877.45923
115,114.76,2,0.142785,427.34766,50.88559,860.88739,14.581997,29.061111,877.45557
116,115.76,2,0.143982,425.09518,50.88559,860.88739,14.581997,29.063889,877.45129
117,116.76,2.1,0.143746,424.89841,50.88559,860.88739,14.581874,29.064583,877.45123
118,117.76,2.1,0.144219,425.81711,50.88559,860.88739,14.581505,29.06875,877.45123
119,118.76,2,0.144936,424.63159,50.88559,860.88739,14.578182,29.070139,877.44928
120,119.76,2.1,0.142548,425.86554,50.88559,860.88739,14.577075,29.072916,877.44928
121,120.76,2.1,0.143982,425.41379,50.88559,860.88739,14.576583,29.075001,877.44305
122,121.76,2.1,0.143502,425.18405,50.88559,860.88739,14.57523,29.075001,877.44073
123,122.76,2,0.142548,426.72397,50.88559,860.88739,14.574244,29.077084,877.44043
124,123.76,2,0.142548,423.83456,50.88559,860.88739,14.573136,29.081944,877.44183
125,124.76,2,0.143265,425.59,50.88559,860.88739,14.572398,29.081944,877.43683
126,125.76,2.1,0.14135,424.13901,50.88559,860.88739,14.571659,29.0875,877.43811
127,126.76,2,0.141594,425.49606,50.88559,860.75104,14.571167,29.0875,877.43646
128,127.76,2,0.141831,424.56445,50.88559,860.75104,14.571167,29.090279,877.43127
129,128.76,2,0.142068,425.75781,50.88559,860.75104,14.571536,29.090973,877.43201
130,129.76,2,0.141594,424.96573,50.88559,860.88739,14.570306,29.096527,877.42883
131,130.76,2,0.14135,425.22983,50.88559,860.88739,14.569568,29.096527,877.42847
132,131.76,2,0.141114,423.8631,50.88559,860.88739,14.569323,29.104166,877.42987
133,132.76,2,0.141114,424.7645,50.88559,860.88739,14.56883,29.104166,877.42963
134,133.76,2,0.142311,425.50714,50.88559,860.88739,14.5676,29.109028,877.42841
135,134.76,2,0.141594,426.07721,50.88559,860.88739,14.566493,29.111111,877.42926
136,135.76,2.1,0.141831,423.66153,50.88559,860.75104,14.564157,29.114584,877.42841
137,136.76,2,0.142311,425.87531,50.88559,860.75104,14.564157,29.11875,877.42908
138,137.76,2,0.14135,426.13303,50.88559,860.75104,14.564649,29.121529,877.42639
139,138.76,2,0.14135,425.56088,50.88559,860.75104,14.564525,29.125694,877.42963
140,139.76,2,0.140877,426.60162,50.88559,860.75104,14.564525,29.127777,877.42584
141,140.76,2,0.140633,424.40649,50.88559,860.75104,14.562801,29.130556,877.42377
142,141.76,2,0.14135,425.37604,50.88559,860.75104,14.562801,29.132639,877.42126
143,142.76,2,0.140877,425.18839,50.88559,860.88739,14.562924,29.134722,877.41797
144,143.76,2,0.140397,424.99005,50.88559,860.75104,14.562924,29.137501,877.41595
145,144.76,2.1,0.140397,425.69302,50.88559,860.75104,14.564033,29.138889,877.41052
146,145.76,2,0.141114,425.95224,50.88559,860.75104,14.563541,29.143055,877.41162
147,146.76,2.1,0.141594,425.80515,50.88559,860.88739,14.563665,29.144444,877.40686
148,147.76,2,0.141594,424.69293,50.88559,860.88739,14.564157,29.149305,877.40894
149,148.76,2,0.141114,424.04507,50.88559,860.88739,14.563665,29.150694,877.4054
150,149.76,2,0.141114,425.88794,50.88559,860.88739,14.563174,29.154167,877.40399
151,150.76,2,0.141594,425.65128,50.88559,860.88739,14.562682,29.156944,877.4021
152,151.76,2,0.142068,425.38702,50.88559,860.88739,14.562928,29.160418,877.40314
153,152.76,2,0.141831,427.09415,50.88559,860.88739,14.561698,29.1625,877.39929
154,153.76,2,0.140397,424.57037,50.88559,860.88739,14.560345,29.166666,877.39764
155,154.76,2,0.140877,426.43082,50.88559,860.88739,14.559729,29.170139,877.39642
156,155.76,2,0.141114,425.26779,50.88559,860.88739,14.560098,29.173611,877.39288
157,156.76,2,0.140877,425.35767,50.88559,860.75104,14.560222,29.179167,877.39368
158,157.76,2,0.140633,424.96329,50.88559,860.75104,14.558867,29.18125,877.39105
159,158.76,2,0.141831,426.71393,50.88559,860.88739,14.559114,29.186111,877.39307
160,159.76,2.1,0.142311,424.87076,50.88559,860.88739,14.558622,29.189583,877.39227
161,160.76,2,0.142068,425.27383,50.88559,860.88739,14.557761,29.196527,877.39764
162,161.76,2,0.143028,424.54794,50.88559,860.88739,14.556407,29.202084,877.39899
163,162.76,2,0.142785,425.10797,50.88559,860.88739,14.557761,29.204861,877.39551
164,163.76,1.9,0.144699,426.91599,50.88559,860.88739,14.557268,29.209028,877.39325
165,164.76,2,0.144463,424.94565,50.88559,860.88739,14.558006,29.213888,877.39294
166,165.76,2,0.144936,425.78864,50.88559,860.88739,14.558006,29.216667,877.38776
167,166.76,2,0.144936,423.95181,50.88559,860.88739,14.558006,29.220139,877.38605
168,167.76,2,0.143746,424.56955,50.88559,860.88739,14.557759,29.225695,877.38831
169,168.76,2,0.144699,424.61783,50.88559,860.88739,14.557267,29.228472,877.38727
170,169.76,2,0.143502,424.66095,50.88559,860.88739,14.55739,29.233334,877.38739
171,170.76,2,0.143502,426.99298,50.88559,860.88739,14.558005,29.237499,877.38776
172,171.76,2,0.143265,424.71353,50.88559,860.88739,14.555914,29.24375,877.39264
173,172.76,2,0.142785,426.30289,50.88559,860.88739,14.556283,29.249306,877.39703
174,173.76,2,0.143502,424.00537,50.88559,860.88739,14.55702,29.252777,877.39435
175,174.76,2,0.142311,423.46582,50.88559,860.88739,14.55702,29.254862,877.38782
176,175.76,2,0.141114,425.5943,50.88559,860.88739,14.556773,29.258333,877.38574
177,176.76,2,0.141114,426.05392,50.88559,860.88739,14.557388,29.262501,877.38361
178,177.76,2,0.14135,424.94662,50.88559,860.88739,14.556156,29.265278,877.37994
179,178.76,2,0.141114,424.11142,50.88559,860.88739,14.555786,29.268749,877.37671
180,179.76,2.1,0.140877,425.60645,50.88559,860.88739,14.554433,29.272917,877.37579
181,180.76,2,0.140877,425.39478,50.88559,860.88739,14.554678,29.275,877.36981
182,181.76,2,0.140397,425.01563,50.88559,860.88739,14.554186,29.281944,877.37378
183,182.76,2,0.14135,425.65469,50.88559,860.88739,14.554186,29.285418,877.3692
184,183.76,2,0.141831,426.29077,50.88559,860.88739,14.553939,29.289583,877.36755
185,184.76,2,0.141831,425.53726,50.88559,860.88739,14.552954,29.294445,877.36591
186,185.76,2.1,0.142548,423.03012,50.859497,860.88739,14.552217,29.299999,877.36578
187,186.76,2.1,0.142311,425.78619,50.859497,860.88739,14.551601,29.304167,877.36511
188,187.76,2,0.142548,424.22971,50.88559,860.88739,14.552464,29.309029,877.36438
189,188.76,2,0.141114,424.61447,50.88559,860.88739,14.552586,29.3125,877.36102
190,189.76,2,0.14135,424.64722,50.88559,860.88739,14.552954,29.315971,877.3587
191,190.76,2,0.14135,426.25528,50.88559,860.88739,14.5532,29.319445,877.35626
192,191.76,2.1,0.142068,423.83371,50.88559,860.88739,14.552339,29.322916,877.35211
193,192.76,2.1,0.140877,426.25787,50.88559,860.88739,14.551723,29.326389,877.3493
194,193.76,2.1,0.141114,423.63461,50.88559,860.88739,14.55197,29.330555,877.34808
195,194.76,2,0.14135,425.50098,50.88559,860.88739,14.551847,29.336111,877.35028
196,195.76,2.1,0.140633,427.22638,50.88559,860.88739,14.551478,29.340279,877.3493
197,196.76,2.1,0.141114,424.09592,50.88559,860.88739,14.551355,29.345833,877.35028
198,197.76,2.1,0.139916,425.05197,50.88559,860.88739,14.550371,29.350695,877.34937
199,198.76,2.1,0.139916,425.93115,50.88559,860.88739,14.550125,29.356945,877.35156
200,199.76,2.1,0.139443,424.81378,50.88559,860.88739,14.550125,29.36389,877.35553
201,200.76,2.1,0.139916,425.08569,50.88559,860.88739,14.55037,29.368055,877.35419
202,201.76,2.1,0.139443,423.66998,50.88559,860.88739,14.549756,29.372917,877.35565
203,202.76,2.1,0.139679,424.08301,50.88559,860.88739,14.549509,29.379168,877.35791
204,203.76,2.1,0.139679,424.89487,50.88559,860.88739,14.549264,29.384027,877.35809
205,204.76,2.1,0.138008,425.84048,50.88559,860.88739,14.547912,29.388889,877.35876
206,205.76,2.1,0.138482,425.03125,50.88559,860.88739,14.547788,29.393749,877.35748
207,206.76,2.1,0.139199,425.39297,50.88559,860.88739,14.547296,29.399305,877.36078
208,207.76,2.2,0.138962,423.7485,50.88559,860.88739,14.547665,29.405556,877.36499
209,208.76,2.1,0.138962,423.90536,50.88559,860.88739,14.547541,29.410418,877.3653
210,209.76,2.1,0.138482,424.42975,50.88559,860.88739,14.54631,29.416666,877.36737
211,210.76,2.1,0.139199,423.58884,50.88559,860.88739,14.546187,29.423611,877.37152
212,211.76,2.1,0.138482,423.64145,50.88559,860.88739,14.545204,29.429861,877.37555
213,212.76,2.1,0.137764,425.86984,50.88559,860.88739,14.545204,29.434029,877.37372
214,213.76,2.2,0.13681,423.4252,50.88559,860.88739,14.545449,29.438194,877.37311
215,214.76,2.2,0.13633,424.02768,50.88559,860.88739,14.545204,29.44375,877.37457
216,215.76,2.2,0.137528,424.03647,50.88559,860.88739,14.544588,29.447916,877.37396
217,216.76,2.2,0.137528,426.08423,50.88559,860.88739,14.544712,29.452778,877.375
218,217.76,2.2,0.137764,424.2193,50.88559,860.88739,14.544097,29.458334,877.37769
219,218.76,2.2,0.136574,424.22012,50.88559,860.88739,14.544221,29.465279,877.383
220,219.76,2.2,0.136574,425.42062,50.88559,860.88739,14.544466,29.470139,877.38422
221,220.76,2.2,0.138008,425.96921,50.88559,860.88739,14.543974,29.475,877.3855
222,221.76,2.3,0.138008,426.34952,50.88559,860.88739,14.543236,29.479166,877.38513
223,222.76,2.2,0.138482,424.43576,50.88559,860.88739,14.543728,29.484028,877.38605
224,223.76,2.2,0.138482,424.15378,50.88559,860.88739,14.544097,29.488194,877.38385
225,224.76,2.2,0.138245,424.60742,50.88559,860.88739,14.543482,29.493055,877.38214
226,225.76,2.2,0.138482,425.67892,50.88559,860.88739,14.54385,29.497917,877.38318
227,226.76,2.2,0.138962,424.26755,50.88559,860.88739,14.543113,29.502777,877.38281
228,227.76,2.2,0.138726,423.95102,50.88559,860.88739,14.54336,29.508333,877.38428
229,228.76,2.2,0.140397,424.58771,50.88559,860.88739,14.54336,29.511806,877.38245
230,229.76,2.2,0.139916,424.34518,50.88559,860.88739,14.543606,29.515972,877.38257
231,230.76,2.2,0.139679,424.90787,50.88559,860.88739,14.544591,29.521528,877.38525
232,231.76,2.2,0.139916,424.26318,50.88559,860.88739,14.544346,29.527082,877.38751
233,232.76,2.2,0.139199,424.48322,50.88559,860.88739,14.543361,29.53125,877.38776
234,233.76,2.2,0.139443,424.27789,50.88559,860.88739,14.542623,29.536112,877.38892
235,234.76,2.2,0.14016,424.99585,50.88559,860.88739,14.5425,29.540277,877.38843
236,235.76,2.2,0.139679,424.61618,50.88559,860.88739,14.542007,29.543751,877.38586
237,236.76,2.2,0.139679,424.85849,50.88559,860.88739,14.541268,29.550694,877.38916
238,237.76,2.2,0.139679,425.77304,50.88559,860.88739,14.541268,29.552778,877.38342
239,238.76,2.2,0.139916,425.68927,50.88559,860.88739,14.541146,29.560417,877.38794
240,239.76,2.3,0.138962,424.75073,50.88559,860.88739,14.541514,29.565277,877.38879
241,240.76,2.3,0.138726,423.9606,50.88559,860.88739,14.541883,29.56875,877.38574
242,241.76,2.3,0.138245,426.42642,50.88559,860.88739,14.541883,29.574306,877.38629
243,242.76,2.2,0.138008,423.96817,50.88559,860.88739,14.542992,29.579166,877.38727
244,243.76,2.2,0.138726,424.73093,50.88559,860.88739,14.542745,29.583334,877.38586
245,244.76,2.2,0.138008,422.8609,50.88559,860.88739,14.542253,29.589582,877.38983
246,245.76,2.2,0.137764,425.54327,50.88559,860.88739,14.542007,29.594444,877.39166
247,246.76,2.3,0.138008,425.21344,50.88559,860.88739,14.541638,29.599306,877.39117
248,247.76,2.2,0.137528,424.28476,50.88559,860.88739,14.541638,29.605556,877.39532
249,248.76,2.3,0.137047,425.51733,50.88559,860.88739,14.541514,29.609028,877.39233
250,249.76,2.2,0.13681,423.85114,50.88559,860.88739,14.541268,29.612499,877.3913
251,250.76,2.2,0.137291,425.30063,50.88559,860.88739,14.542006,29.61389,877.38409
252,251.76,2.2,0.13681,423.62775,50.88559,860.88739,14.542498,29.61875,877.38428
253,252.76,2.3,0.137047,424.62985,50.88559,860.88739,14.542991,29.625,877.38861
254,253.76,2.3,0.138008,425.38174,50.88559,860.88739,14.543236,29.629168,877.38727
255,254.76,2.2,0.138245,426.34644,50.88559,860.75104,14.54262,29.63125,877.38281
256,255.76,2.3,0.138245,424.45752,50.88559,860.75104,14.542497,29.63611,877.3847
257,256.76,2.3,0.137764,423.72345,50.88559,860.88739,14.542005,29.640972,877.3847
258,257.76,2.3,0.138482,424.49448,50.88559,860.88739,14.541759,29.646528,877.3869
259,258.76,2.2,0.137764,423.20285,50.88559,860.88739,14.542744,29.652779,877.39117
260,259.76,2.2,0.138726,423.78635,50.88559,860.88739,14.542128,29.658333,877.39386
261,260.76,2.2,0.138482,424.19687,50.88559,860.88739,14.541883,29.663195,877.39703
262,261.76,2.2,0.137764,424.77939,50.88559,860.75104,14.542006,29.668751,877.39703
263,262.76,2.2,0.137291,423.80283,50.88559,860.75104,14.54176,29.673611,877.39722
264,263.76,2.2,0.137528,424.14511,50.88559,860.88739,14.54176,29.678473,877.39929
265,264.76,2.2,0.137528,423.37961,50.88559,860.88739,14.54139,29.684723,877.40228
266,265.76,2.2,0.137764,424.11661,50.88559,860.88739,14.542252,29.688889,877.40198
267,266.76,2.2,0.13681,425.14005,50.88559,860.88739,14.542252,29.695139,877.40582
268,267.76,2.2,0.137047,424.62564,50.88559,860.88739,14.542744,29.700001,877.40631
269,268.76,2.2,0.136574,424.71353,50.88559,860.88739,14.54176,29.704166,877.40546
270,269.76,2.2,0.136574,424.59967,50.88559,860.88739,14.541883,29.708334,877.40643
271,270.76,2.2,0.137047,425.23337,50.88559,860.88739,14.541392,29.714582,877.40991
272,271.76,2.2,0.137291,424.32721,50.88559,860.88739,14.541885,29.71875,877.41052
273,272.76,2.1,0.13633,424.86465,50.88559,860.88739,14.542131,29.724306,877.41364
274,273.76,2.2,0.136574,424.66623,50.88559,860.88739,14.541148,29.72986,877.41534
275,274.76,2.3,0.135857,424.92676,50.88559,860.88739,14.541641,29.731251,877.41034
276,275.76,2.3,0.135139,425.16852,50.88559,860.88739,14.542502,29.736111,877.4126
277,276.76,2.2,0.136093,426.64786,50.88559,860.88739,14.542625,29.741667,877.41565
278,277.76,2.2,0.134895,424.39175,50.88559,860.88739,14.541764,29.745832,877.41608
279,278.76,2.2,0.135139,423.6174,50.88559,860.88739,14.541642,29.752083,877.4209
280,279.76,2.3,0.134895,424.73337,50.88559,860.88739,14.542134,29.757639,877.42297
281,280.76,2.1,0.134178,423.28302,50.88559,860.88739,14.541765,29.763889,877.42645
282,281.76,2.2,0.133461,424.22784,50.88559,860.88739,14.54152,29.768055,877.427
283,282.76,2.1,0.133461,425.70224,50.88559,860.88739,14.541273,29.772917,877.42859
284,283.76,2.2,0.133705,426.09543,50.88559,860.88739,14.540536,29.777082,877.42975
285,284.76,2.2,0.134659,423.14771,50.88559,860.88739,14.539796,29.78125,877.42737
286,285.76,2.1,0.135376,425.70737,50.88559,860.88739,14.538812,29.785418,877.42737
287,286.76,2.1,0.135376,422.58185,50.88559,860.88739,14.537951,29.790277,877.42889
288,287.76,2.1,0.135376,425.82407,50.88559,860.88739,14.537704,29.795834,877.43304
289,288.76,2.2,0.135376,424.53928,50.88559,860.88739,14.537827,29.797916,877.43048
290,289.76,2.1,0.135613,423.88986,50.88559,860.88739,14.537704,29.802778,877.43158
291,290.76,2.1,0.13633,426.12735,50.88559,860.88739,14.53635,29.809029,877.43445
292,291.76,2.1,0.136093,424.46933,50.88559,860.88739,14.536595,29.813889,877.43457
293,292.76,2.1,0.135376,425.38101,50.88559,860.88739,14.536595,29.815277,877.43079
294,293.76,2.1,0.135613,425.62711,50.88559,860.88739,14.535488,29.820139,877.43201
295,294.76,2.1,0.136093,424.27701,50.88559,860.88739,14.536226,29.824306,877.43292
296,295.76,2.1,0.136093,424.81201,50.88559,860.88739,14.536104,29.829166,877.43402
297,296.76,2.1,0.13681,423.82944,50.88559,860.88739,14.536104,29.83264,877.43201
298,297.76,2.1,0.13633,424.93903,50.88559,860.75104,14.53672,29.836111,877.42993
299,298.76,2.2,0.135139,423.54761,50.88559,860.75104,14.535735,29.839582,877.43005
300,299.76,2,0.135613,424.17096,50.88559,860.88739,14.53672,29.84375,877.42944
301,300.76,2.1,0.134895,426.11694,50.88559,860.88739,14.536474,29.848612,877.43079
302,301.76,2.1,0.135613,423.88043,50.88559,860.88739,14.537212,29.852083,877.42804
303,302.76,2.1,0.135857,425.18234,50.88559,860.88739,14.537458,29.857639,877.43127
304,303.76,2.2,0.134895,425.28336,50.88559,860.88739,14.536474,29.865278,877.43829
305,304.76,2.2,0.135139,423.20117,50.88559,860.88739,14.537089,29.869444,877.4397
306,305.76,2.1,0.135376,422.70163,50.88559,860.88739,14.53672,29.874306,877.44202
307,306.76,2.2,0.13633,424.83096,50.88559,860.88739,14.536842,29.877777,877.44177
308,307.76,2.1,0.134895,426.04013,50.88559,860.88739,14.536226,29.882639,
